1	0.955013
2	0.657712
3	0.405904
4	0.529362
5	0.510097
6	0.627395
7	0.596832
8	0.543645
9	0.36844
10	0.44767
11	0.537217
12	0.391079
13	0.42211
14	0.451333
15	0.412476
16	0.555522
17	0.543079
18	0.468153
19	0.396629
20	0.584271
21	0.514279
22	0.507716
23	0.559614
24	0.561032
25	0.4978
26	0.59483
27	0.529982
28	0.527533
29	0.517848
30	0.510855
31	0.451218
32	0.529053
33	0.490944
34	0.50995
35	0.5358
36	0.526722
37	0.523364
38	0.469195
39	0.433247
40	0.595167
41	0.505996
42	0.555143
43	0.540627
44	0.50411
45	0.472695
46	0.481987
47	0.487982
48	0.486355
49	0.495875
50	0.441548
51	0.456342
52	0.532299
53	0.48033
54	0.453528
55	0.475864
56	0.500592
57	0.532991
58	0.552233
59	0.478189
60	0.553008
61	0.539992
62	0.540977
63	0.429847
64	0.449128
65	0.490148
66	0.47803
67	0.469126
68	0.498048
69	0.446224
70	0.478436
71	0.438552
72	0.509371
73	0.482598
74	0.51318
75	0.505386
76	0.584692
77	0.48531
78	0.49068
79	0.511824
80	0.531686
81	0.541572
82	0.53415
83	0.490082
84	0.473249
85	0.493398
86	0.486869
87	0.542985
88	0.508838
89	0.517828
90	0.493949
91	0.540072
92	0.520823
93	0.483581
94	0.415221
95	0.50207
96	0.538844
97	0.522097
98	0.549618
99	0.481953
100	0.507816
101	0.465221
102	0.51378
103	0.486712
104	0.509366
105	0.499875
106	0.439519
107	0.527135
108	0.463629
109	0.484579
110	0.517893
111	0.524358
112	0.537009
113	0.52501
114	0.524847
115	0.49089
116	0.511417
117	0.49861
118	0.471691
119	0.499445
120	0.499313
121	0.477127
122	0.519193
123	0.542449
124	0.47014
125	0.49549
126	0.505322
127	0.520952
128	0.445482
129	0.47082
130	0.457605
131	0.502538
132	0.470506
133	0.47056
134	0.482374
135	0.503838
136	0.5108
137	0.515566
138	0.46903
139	0.479363
140	0.507375
141	0.493475
142	0.543484
143	0.486997
144	0.486635
145	0.493894
146	0.468062
147	0.484791
148	0.503127
149	0.531763
150	0.539163
151	0.478547
152	0.506352
153	0.490066
154	0.502265
155	0.465426
156	0.47018
157	0.460537
158	0.532428
159	0.498741
160	0.476133
161	0.480645
162	0.52685
163	0.511082
164	0.458834
165	0.479372
166	0.47629
167	0.476817
168	0.49562
169	0.490667
170	0.48764
171	0.515908
172	0.537523
173	0.48832
174	0.527608
175	0.529368
176	0.49033
177	0.485973
178	0.490511
179	0.502247
180	0.501447
181	0.498053
182	0.519291
183	0.486421
184	0.499839
185	0.463922
186	0.503614
187	0.501655
188	0.493533
189	0.513172
190	0.488009
191	0.5125
192	0.486315
193	0.514495
194	0.492203
195	0.50647
196	0.506318
197	0.516827
198	0.507269
199	0.512849
200	0.483208
201	0.47258
202	0.510474
203	0.518833
204	0.440686
205	0.498367
206	0.52371
207	0.486482
208	0.506558
209	0.498959
210	0.506855
211	0.513117
212	0.53403
213	0.465505
214	0.501407
215	0.445179
216	0.507707
217	0.484359
218	0.501253
219	0.496275
220	0.529043
221	0.520124
222	0.483426
223	0.498312
224	0.471384
225	0.490776
226	0.496189
227	0.482373
228	0.513062
229	0.500004
230	0.487504
231	0.536819
232	0.500183
233	0.481268
234	0.495135
235	0.499069
236	0.494614
237	0.469709
238	0.504371
239	0.493659
240	0.51761
241	0.504576
242	0.508777
243	0.508921
244	0.500675
245	0.51349
246	0.494854
247	0.497785
248	0.488931
249	0.507161
250	0.537269
251	0.47469
252	0.492938
253	0.491321
254	0.492508
255	0.480873
256	0.499742
257	0.498883
258	0.508012
259	0.504936
260	0.532185
261	0.503135
262	0.487163
263	0.503775
264	0.490228
265	0.495864
266	0.504236
267	0.498188
268	0.503365
269	0.507703
